satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
HULIANWANG DIGUI-07,62329,2025-03-18T20:38:05.000Z,2.0,4.3,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,197.5,28.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,196.8399343,28.231868,1873.279921,-0.3491872,0.1651134,0.1525785,32.7174878,30.1506113,81.3192888,1117.805073,-20.6183188,296.1320087,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:38:50.000Z,2.0,4.9,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,206.0,35.4,,,,0.0,5.0,,,Limiting magnitude not recorded,,,205.3812905,35.2846607,1881.949165,0.7320202,0.1460424,0.1684998,42.7617225,29.930019,69.7639226,1118.35864,-20.7249409,296.2968881,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:38:57.000Z,2.0,5.0,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,207.5,36.4,,,,0.0,5.0,,,Limiting magnitude not recorded,,,206.8439238,36.2925638,1887.652407,0.8972137,0.1418764,0.1704334,44.306763,29.7749259,67.9988017,1118.445671,-20.7415129,296.3225565,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:39:15.000Z,2.0,4.9,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,211.4,38.8,,,,0.0,5.0,,,Limiting magnitude not recorded,,,210.7626717,38.7409854,1907.5705,1.3136683,0.1298729,0.174547,48.2316831,29.2378765,63.5490835,1118.670284,-20.7841097,296.3885863,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:39:55.000Z,2.0,5.7,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,220.8,43.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,220.1806384,43.3197322,1977.733324,2.178449,0.098147,0.1785656,56.5998048,27.4253824,54.2991977,1119.172143,-20.878682,296.5354506,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:40:22.000Z,2.0,6.4,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,227.3,45.6,,,,0.0,5.0,,,Limiting magnitude not recorded,,,226.9256288,45.6555281,2043.737298,2.7018619,0.0747962,0.176886,61.8882852,25.8315785,48.674238,1119.511501,-20.9424496,296.6346867,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:40:42.000Z,2.0,5.9,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,232.6,47.0,,,,0.0,5.0,,,Limiting magnitude not recorded,,,232.0045452,46.9789529,2101.351838,3.054484,0.0576298,0.1733932,65.5896515,24.5199068,44.8578002,1119.762399,-20.9896492,296.7082485,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:40:48.000Z,2.0,6.0,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,234.2,47.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,233.528195,47.3096278,2119.979768,3.1543262,0.0526082,0.1719995,66.6626289,24.110402,43.7712125,1119.837511,-21.0038031,296.730326,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:41:33.000Z,2.0,5.9,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,245.3,48.7,,,,0.0,5.0,,,Limiting magnitude not recorded,,,244.6888517,48.8818287,2277.402817,3.8174029,0.0184517,0.1574148,74.1513387,20.8988792,36.4470995,1120.397009,-21.1098694,296.8960384,True,2024-240G,False
HULIANWANG DIGUI-07,62329,2025-03-18T20:41:44.000Z,2.0,6.4,0.5,50.6,-4.73,100.0,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,247.9,48.9,,,,0.0,5.0,,,Limiting magnitude not recorded,,,247.2900639,49.0449719,2320.172253,3.9574535,0.0112993,0.1530141,75.8337221,20.0945243,34.8658554,1120.532398,-21.1357731,296.9365812,True,2024-240G,False
