satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
HULIANWANG DIGUI-05,62327,2025-03-22T22:05:10.000Z,2,4.7,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,113.2,24.5,,,,0,5,,,Limiting magnitude not recorded,,,109.0561146,34.1950436,1298.210453,-1.3496455,0.2954741,-0.1063138,76.4601281,58.1167805,253.579943,1133.761128,-30.3752822,318.2081773,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-22T22:05:30.000Z,2,5,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,112.1,27.8,,,,0,5,,,Limiting magnitude not recorded,,,106.2014685,40.1591602,1277.875383,-0.6785262,0.2997321,-0.1210053,79.7603303,60.0116769,265.5041454,1134.059386,-30.410426,318.2957792,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-22T22:08:20.000Z,2,5,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,58.5,70.4,,,,0,5,,,Limiting magnitude not recorded,,,28.2003003,71.8556435,1616.906861,4.0963858,-0.0229991,-0.2100187,107.0810522,39.6997574,339.4732093,1136.602374,-30.7066948,319.0429845,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:28.000Z,1,4.67,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,200.4,40.1,,,,0,5,,,Limiting magnitude not recorded,,,200.1756367,40.2667517,1752.758446,1.4327072,0.1709435,0.161056,44.4834244,35.0482486,65.2296583,1146.519099,-19.9483816,292.969201,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:33.000Z,1,4.69,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,201.5,41,,,,0,5,,,Limiting magnitude not recorded,,,201.242257,41.112029,1760.225501,1.5538281,0.1671345,0.1624173,45.587942,34.7992657,63.8491475,1146.584026,-19.9622457,292.9857372,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:38.000Z,1,4.73,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,202.5,41.8,,,,0,5,,,Limiting magnitude not recorded,,,202.3313421,41.9378487,1768.294149,1.6733258,0.1631621,0.1636916,46.6848436,34.5327991,62.4895394,1146.649042,-19.9761081,293.0022765,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:43.000Z,1,4.78,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,203.6,42.6,,,,0,5,,,Limiting magnitude not recorded,,,203.4427514,42.7434093,1776.955963,1.7911057,0.1590352,0.1648747,47.773402,34.2497151,61.1518644,1146.71414,-19.9899687,293.0188187,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:48.000Z,1,4.82,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,204.8,43.4,,,,0,5,,,Limiting magnitude not recorded,,,204.5762973,43.5279756,1786.202281,1.9070836,0.1547636,0.1659628,48.8529657,33.9508958,59.8369929,1146.779312,-20.0038277,293.0353641,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:53.000Z,1,4.89,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,205.9,44.2,,,,0,5,,,Limiting magnitude not recorded,,,205.7316874,44.2908423,1796.023821,2.0211805,0.1503573,0.166952,49.9229054,33.6372452,58.5457022,1146.84455,-20.017685,293.0519126,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:20:58.000Z,1,4.9,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,207.1,44.8,,,,0,5,,,Limiting magnitude not recorded,,,206.9085454,45.0313562,1806.410914,2.1333256,0.1458269,0.1678388,50.9826409,33.3096768,57.2786461,1146.909846,-20.0315404,293.0684641,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:21:03.000Z,1,4.98,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,208.3,45.6,,,,0,5,,,Limiting magnitude not recorded,,,208.1064366,45.748936,1817.353815,2.2434586,0.1411833,0.1686195,52.0316649,32.9690977,56.03633,1146.975194,-20.0453943,293.0850187,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:21:16.000Z,1,4.99,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,211.4,47.4,,,,0,5,,,Limiting magnitude not recorded,,,211.3151655,47.5035829,1848.332171,2.5200176,0.1286617,0.1701301,54.7056572,32.0292079,52.9248019,1147.145278,-20.0814063,293.1280752,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:21:21.000Z,1,5.03,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,212.7,48,,,,0,5,,,Limiting magnitude not recorded,,,212.5835501,48.1345306,1861.189404,2.6225105,0.1237056,0.1705034,55.712453,31.6492454,51.7742649,1147.210744,-20.0952539,293.1446408,TRUE,2024-240E,FALSE
HULIANWANG DIGUI-05,62327,2025-03-24T17:21:25.000Z,1,5.06,0.2,43.65,41.43,2030,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,213.7,48.5,,,,0,5,,,Limiting magnitude not recorded,,,213.6110824,48.6213546,1871.840852,2.7029233,0.1196974,0.1707164,56.5088786,31.3387958,50.8724104,1147.263128,-20.1063309,293.1578957,TRUE,2024-240E,FALSE
