satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:07.000Z,1.0,4.57,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,198.7,45.9,,,,0.0,5.0,,,Limiting magnitude not recorded,,,198.2198203,45.6639686,1603.096961,1.7919938,0.1851045,0.1732824,48.9711266,40.5777199,61.2162444,1143.922821,-21.7059172,295.1081836,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:12.000Z,1.0,4.58,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,199.9,46.8,,,,0.0,5.0,,,Limiting magnitude not recorded,,,199.4757659,46.5765853,1612.380178,1.9208837,0.1799012,0.1748886,50.1276928,40.190455,59.6542073,1143.991385,-21.7195516,295.1251311,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:17.000Z,1.0,4.67,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,201.2,47.7,,,,0.0,5.0,,,Limiting magnitude not recorded,,,200.7640854,47.4626688,1622.302084,2.0474507,0.1744939,0.176382,51.2738527,39.7829024,58.1290237,1144.060091,-21.7331843,295.142082,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:22.000Z,1.0,4.67,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,202.6,48.5,,,,0.0,5.0,,,Limiting magnitude not recorded,,,202.0846436,48.3212279,1632.850738,2.1716,0.1688969,0.1777559,52.408735,39.3566297,56.6415103,1144.12893,-21.7468148,295.1590361,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:27.000Z,1.0,4.69,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,203.9,49.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,203.437193,49.1513652,1644.014016,2.2932521,0.1631253,0.1790036,53.5315746,38.913184,55.1922059,1144.197896,-21.7604436,295.1759937,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:32.000Z,1.0,4.72,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,205.3,50.1,,,,0.0,5.0,,,Limiting magnitude not recorded,,,204.8212974,49.9522396,1655.779166,2.4123361,0.1571947,0.1801184,54.6416553,38.4541007,53.7814612,1144.26698,-21.7740706,295.1929548,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:37.000Z,1.0,4.73,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,206.7,50.9,,,,0.0,5.0,,,Limiting magnitude not recorded,,,206.2363512,50.7230904,1668.133096,2.5287931,0.1511215,0.1810939,55.7383362,37.9808823,52.4094211,1144.336174,-21.7876955,295.209919,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:42.000Z,1.0,4.75,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,208.1,51.6,,,,0.0,5.0,,,Limiting magnitude not recorded,,,207.6816041,51.4632587,1681.062752,2.6425782,0.1449224,0.1819238,56.8210744,37.4949775,51.0760126,1144.405471,-21.8013186,295.2268868,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:47.000Z,1.0,4.77,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,209.6,52.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,209.1560845,52.1721521,1694.554579,2.7536541,0.1386148,0.1826019,57.8893696,36.9977964,49.7810313,1144.474864,-21.8149397,295.243858,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:53.000Z,1.0,4.8,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,211.4,53.2,,,,0.0,5.0,,,Limiting magnitude not recorded,,,210.9623978,52.9808448,1711.467635,2.8833335,0.1309274,0.1832074,59.1516628,36.3881918,48.2772627,1144.558248,-21.8312826,295.2642278,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:31:58.000Z,1.0,4.87,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,213.1,53.8,,,,0.0,5.0,,,Limiting magnitude not recorded,,,212.496818,53.6193009,1726.148049,2.9883716,0.1244443,0.1835323,60.1867662,35.8708728,47.0653854,1144.627821,-21.8448995,295.2812063,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:32:03.000Z,1.0,4.91,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,214.5,54.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,214.0560764,54.2252115,1741.346883,3.0906521,0.1179106,0.183689,61.206291,35.3463735,45.8903535,1144.697464,-21.8585146,295.2981883,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-03-24T17:32:06.000Z,1.0,5.0,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,215.5,54.7,,,,0.0,5.0,,,Limiting magnitude not recorded,,,215.0028014,54.5730415,1750.709155,3.1506968,0.1139741,0.1837007,61.8104191,35.0287106,45.2027419,1144.739279,-21.8666827,295.3083791,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:10:55.000Z,1.0,4.12,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,153.7,12.0,,,,0.0,5.0,,,Limiting magnitude not recorded,,,153.3546655,12.0757138,1418.528674,-2.9527271,0.2599185,0.0672354,40.9366281,52.0468041,139.2646034,1171.169206,-16.4337501,293.7480893,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:00.000Z,1.0,4.09,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,154.0,13.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,153.7047066,13.386959,1404.08295,-2.8248495,0.2645595,0.0693449,41.129887,53.0301447,137.7438424,1171.222561,-16.4475332,293.7642801,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:05.000Z,1.0,4.06,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,154.4,14.5,,,,0.0,5.0,,,Limiting magnitude not recorded,,,154.0676992,14.7211592,1390.286698,-2.6929886,0.2691005,0.071513,41.3609522,54.0084893,136.1190708,1171.276219,-16.4613146,293.7804734,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:10.000Z,1.0,4.03,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,154.7,15.9,,,,0.0,5.0,,,Limiting magnitude not recorded,,,154.4443395,16.0777777,1377.159542,-2.5571762,0.273518,0.0737397,41.6310517,54.978314,134.3821876,1171.330173,-16.4750942,293.7966696,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:16.000Z,1.0,4.0,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,155.2,17.5,,,,0.0,5.0,,,Limiting magnitude not recorded,,,154.9153615,17.7343289,1362.317941,-2.3890656,0.2786204,0.076489,42.0081456,56.1251899,132.1381355,1171.395299,-16.4916276,293.8161086,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:21.000Z,1.0,4.02,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,155.6,19.0,,,,0.0,5.0,,,Limiting magnitude not recorded,,,155.3246883,19.1376579,1350.731742,-2.2447881,0.2826763,0.0788441,42.3674871,57.0615101,130.1248946,1171.449879,-16.5054034,293.8323107,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:26.000Z,1.0,4.06,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,156.0,20.4,,,,0.0,5.0,,,Limiting magnitude not recorded,,,155.7502128,20.5607724,1339.87613,-2.0968155,0.2865252,0.0812569,42.7684397,57.974802,127.9723773,1171.504732,-16.5191775,293.8485157,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:31.000Z,1.0,4.05,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,156.5,21.8,,,,0.0,5.0,,,Limiting magnitude not recorded,,,156.1928502,22.0025573,1329.769355,-1.9452797,0.2901394,0.0837268,43.2113114,58.8594528,125.672481,1171.55985,-16.53295,293.8647234,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:36.000Z,1.0,3.95,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,157.0,23.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,156.6535821,23.461758,1320.428925,-1.7903385,0.2934911,0.0862533,43.6961466,59.709336,123.2178802,1171.615226,-16.5467206,293.8809338,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:41.000Z,1.0,3.99,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,157.5,24.7,,,,0.0,5.0,,,Limiting magnitude not recorded,,,157.1334733,24.937016,1311.871278,-1.6321714,0.2965526,0.0888355,44.2227306,60.5178581,120.6024616,1171.670852,-16.5604896,293.897147,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:46.000Z,1.0,4.08,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,157.9,26.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,157.6336559,26.4267997,1304.112107,-1.4709874,0.2992964,0.0914725,44.7905617,61.2779744,117.8220493,1171.726722,-16.5742569,293.913363,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:50.000Z,1.0,4.1,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,158.3,27.5,,,,0.0,5.0,,,Limiting magnitude not recorded,,,158.0492259,27.6279671,1298.489509,-1.3400249,0.3012447,0.093621,45.2740103,61.8462639,115.4777516,1171.771587,-16.5852694,293.9263377,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:11:56.000Z,1.0,4.11,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,159.0,29.2,,,,0.0,5.0,,,Limiting magnitude not recorded,,,158.6998669,29.4431777,1291.046063,-1.1405263,0.3037251,0.0969076,46.0466,62.6232918,111.7631433,1171.839159,-16.6017861,293.9458031,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:01.000Z,1.0,4.12,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,159.6,30.8,,,,0.0,5.0,,,Limiting magnitude not recorded,,,159.2686261,30.9660857,1285.764367,-0.9717849,0.3053601,0.0997038,46.7324699,63.1933417,108.4921589,1171.895713,-16.6155482,293.9620274,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:06.000Z,1.0,4.21,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,160.2,32.3,,,,0.0,5.0,,,Limiting magnitude not recorded,,,159.8631464,32.4961365,1281.331379,-0.8010978,0.3065783,0.1025513,47.4549268,63.6850927,105.0726588,1171.95248,-16.6293085,293.9782544,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:11.000Z,1.0,4.08,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,160.8,33.9,,,,0.0,5.0,,,Limiting magnitude not recorded,,,160.4850628,34.0311812,1277.756061,-0.6287857,0.3073591,0.1054492,48.2121941,64.0916762,101.5204249,1172.009452,-16.643067,293.9944841,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:16.000Z,1.0,4.04,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,161.5,35.4,,,,0.0,5.0,,,Limiting magnitude not recorded,,,161.1361538,35.5690113,1275.045654,-0.4551817,0.3076845,0.1083969,49.0023102,64.4070321,97.8564516,1172.066623,-16.6568238,294.0107167,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:21.000Z,1.0,4.02,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,162.2,36.9,,,,0.0,5.0,,,Limiting magnitude not recorded,,,161.8183213,37.1072965,1273.205778,-0.2806354,0.3075386,0.1113937,49.8231168,64.6261928,94.1067834,1172.123984,-16.6705789,294.026952,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:26.000Z,1.0,4.14,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,162.8,38.5,,,,0.0,5.0,,,Limiting magnitude not recorded,,,162.5336169,38.6436348,1272.240255,-0.1055064,0.3069086,0.1144393,50.6723035,64.7455724,90.3016015,1172.181528,-16.6843322,294.04319,True,2024-240D,False
HULIANWANG DIGUI-04,62326,2025-04-01T17:12:30.000Z,1.0,4.21,0.2,43.65,41.43,2030.0,7.5,MMT9,CMOS,CLEAR,0000-0002-7093-7320,163.4,39.7,,,,0.0,5.0,,,Limiting magnitude not recorded,,,163.1312015,39.8696816,1272.098774,0.0347743,0.3060489,0.1169106,51.370471,64.7678394,87.2395456,1172.22769,-16.6953337,294.0561826,True,2024-240D,False
