satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
HULIANWANG DIGUI-10,62332,2025-03-19T21:16:55.000Z,2,5.2,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,264,61.8,,,,0,5,,,Limiting magnitude not recorded,,,267.2809389,61.3046537,1984.818223,4.9252382,-0.0604246,0.1440502,88.7685454,27.4856453,22.4342624,1125.589993,-25.6145792,305.2945697,TRUE,2024-240K,FALSE
HULIANWANG DIGUI-10,62332,2025-03-19T21:16:43.000Z,2,5.6,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,258.5,62.6,,,,0,5,,,Limiting magnitude not recorded,,,263.4980901,61.9904104,1926.464971,4.7982306,-0.0535398,0.1553299,87.0138566,28.9926177,23.7483469,1125.436099,-25.5887106,305.2471115,TRUE,2024-240K,FALSE
HULIANWANG DIGUI-10,62332,2025-03-19T21:15:15.000Z,2,4.6,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,218.2,60.6,,,,0,5,,,Limiting magnitude not recorded,,,225.498124,62.1682378,1558.833207,3.404873,0.0723379,0.2267681,70.8570187,41.4959122,38.6057586,1124.282179,-25.3985453,304.8997088,TRUE,2024-240K,FALSE
HULIANWANG DIGUI-10,62332,2025-03-19T21:14:54.000Z,2,3.7,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,202.8,55.4,,,,0,5,,,Limiting magnitude not recorded,,,215.509646,60.1786599,1492.280733,2.9226937,0.1172544,0.2292786,66.0480868,44.633131,44.2255545,1124.002828,-25.3530454,304.8169675,TRUE,2024-240K,FALSE
HULIANWANG DIGUI-10,62332,2025-03-19T21:14:03.000Z,2,3.7,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,190.8,48.1,,,,0,5,,,Limiting magnitude not recorded,,,195.0244263,51.6147549,1378.222125,1.4924219,0.2128881,0.2081568,52.980926,51.1469501,63.0272076,1123.323763,-25.242355,304.616282,TRUE,2024-240K,FALSE
HULIANWANG DIGUI-10,62332,2025-03-19T21:13:42.000Z,2,4,0.5,50.6,-4.73,100,7.5,none,VISUAL,CLEAR,0000-0002-7093-7320,184.7,42.8,,,,0,5,,,Limiting magnitude not recorded,,,188.5517476,46.8479212,1353.908974,0.8170139,0.2395892,0.192996,47.2217461,52.7828448,72.9582926,1123.045302,-25.1966985,304.5337528,TRUE,2024-240K,FALSE
